Ticket #,Customer Complaint,Date,Date_month_year,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone
235996,Comcast Blocking HBOGo on PS4,4/14/2015,14-Apr-15,9:08:59 PM,Customer Care Call,Belmont,California,94002,Closed,No
231265,Residentail Broadband Data Caps,12/4/2015,4-Dec-15,3:10:25 PM,Internet,Belmont,Michigan,49306,Closed,No
363097,General complaint about Comcast service quality and billing practices,6/24/2015,24-Jun-15,6:24:00 PM,Internet,Belton,Missouri,64012,Open,No
304557,Monthly Charges Increased without any notice,5/23/2015,23-May-15,10:19:35 AM,Internet,Beltsville,Maryland,20705,Solved,No
260284,Comcast internet for low income families,4/27/2015,27-Apr-15,8:57:16 PM,Customer Care Call,Belvidere,Illinois,61008,Closed,No
260286,Comcast internet for low income families,4/27/2015,27-Apr-15,8:57:43 PM,Internet,Belvidere,Illinois,61008,Closed,No
272802,Comcast Service and customer service representative,4/5/2015,5-Apr-15,8:59:22 PM,Internet,Bensalem,Pennsylvania,19020,Closed,No
293050,Poor internet connection/dropped connection since installation of new modem,5/16/2015,16-May-15,8:32:31 AM,Internet,Bensalem,Pennsylvania,19020,Solved,No
351961,Comcast Billing,6/19/2015,19-Jun-15,1:46:28 PM,Internet,Bensalem,Pennsylvania,19020,Solved,Yes
360739,Bank Fee Refund Reques,6/24/2015,24-Jun-15,1:48:55 AM,Internet,Berkeley,California,94704,Closed,No
360830,COMCAST Unfair Charge,6/24/2015,24-Jun-15,4:24:26 AM,Internet,Berkeley,California,94705,Pending,No
370385,Wrongful Billing,6/27/2015,27-Jun-15,6:44:08 PM,Customer Care Call,Berkeley,California,94704,Solved,No
232450,Billing problem,4/13/2015,13-Apr-15,2:26:56 PM,Customer Care Call,Berkeley Lake,Georgia,30096,Closed,No
373879,Service refusal and lower than advertised speeds.,6/30/2015,30-Jun-15,12:40:28 AM,Internet,Berkeley Spring,West Virginia,25411,Open,No
347973,COMCAST - MAJOR COMPLAINT 1ST TIME CUSTOMER - AGGRAVATED HEALTH ISSUES,6/18/2015,18-Jun-15,9:37:51 AM,Customer Care Call,Berwyn,Pennsylvania,19312,Closed,No
353984,Connecting the service,6/20/2015,20-Jun-15,3:28:21 PM,Customer Care Call,Bethesda,Maryland,20817,Solved,No
348310,Over Charge by lying,6/18/2015,18-Jun-15,11:08:53 AM,Internet,Blacksburg,Virginia,24060,Solved,No
300985,Comcast keeps changing bill and every time gives new reasons!!,5/21/2015,21-May-15,11:29:53 AM,Internet,Blackwood,New Jersey,8012,Solved,No
336029,Ad in craigslist was a scam for selling product not owned,11/6/2015,6-Nov-15,9:31:55 PM,Internet,Blackwood,New Jersey,8012,Closed,No
353614,Comcast Internet,6/20/2015,20-Jun-15,10:58:15 AM,Customer Care Call,Blaine,Washington,98230,Solved,No
350810,Comcast billing after discontinuation of service,6/18/2015,18-Jun-15,10:52:12 PM,Customer Care Call,Blairstown,New Jersey,7825,Solved,No
347021,COMPLAINT AGAINST COMCAST,6/17/2015,17-Jun-15,6:54:21 PM,Customer Care Call,Bloomfield,Michigan,48302,Open,No
347789,Data usage cap exceeded with overage charges applied,6/18/2015,18-Jun-15,3:22:37 AM,Internet,Bloomingdale,Georgia,31302,Open,No
358822,Comcast Issues,6/23/2015,23-Jun-15,3:05:04 PM,Internet,Bloomingdale,Georgia,31302,Pending,No
249465,Comcast charging a fee without disclosing,4/22/2015,22-Apr-15,8:44:27 AM,Internet,Bloomington,Illinois,61701,Closed,No
360372,increased bill,6/23/2015,23-Jun-15,10:36:29 PM,Internet,Bloomington,Illinois,61704,Solved,No
360432,"Incorrect charges, and would not fix",6/23/2015,23-Jun-15,11:00:41 PM,Internet,Bloomington,Illinois,61701,Open,No
367310,Suspected Throttling,6/26/2015,26-Jun-15,1:00:33 AM,Internet,Bloomington,Illinois,61704,Open,Yes
251442,constant disruption of internet service,4/22/2015,22-Apr-15,9:41:10 PM,Customer Care Call,Bloomington,Indiana,47401,Closed,No
363940,Comcast Unfair Billing Practices,6/25/2015,25-Jun-15,9:05:14 AM,Customer Care Call,Bloomington,Indiana,47408,Solved,No
367449,Incorrect Billing and Service from Comcast,6/26/2015,26-Jun-15,8:45:22 AM,Internet,Bloomington,Indiana,47401,Solved,No
312775,Comcast reduced my internet speed,5/28/2015,28-May-15,11:01:44 PM,Customer Care Call,Bloomington,Minnesota,55420,Solved,No
360666,Keep getting charged rental fees for modem I already own,6/24/2015,24-Jun-15,12:49:46 AM,Customer Care Call,Bloomington,Minnesota,55431,Solved,No
327468,Dealing with Comcast/Xfinity,7/6/2015,6-Jul-15,3:07:09 PM,Internet,Bloominton,Illinois,61701,Closed,No
239613,Over Billing,4/16/2015,16-Apr-15,3:03:03 PM,Customer Care Call,Boca Raton,Florida,33496,Closed,No
253813,General complaint about Comcast service quality and billing practices,4/23/2015,23-Apr-15,5:48:47 PM,Customer Care Call,Boca Raton,Florida,33486,Closed,Yes
259141,Internet service connection issues and frequent outages,4/27/2015,27-Apr-15,2:13:15 PM,Internet,Boca Raton,Florida,33487,Closed,No
275079,Comcast bad practices,5/5/2015,5-May-15,8:41:17 PM,Internet,Boca Raton,Florida,33487,Closed,No
292598,Billing for equipment that was not provided to me,5/15/2015,15-May-15,5:48:59 PM,Customer Care Call,Boca Raton,Florida,33496,Open,No
294846,Comcast Speed Issues,5/18/2015,18-May-15,12:52:13 PM,Customer Care Call,Boca Raton,Florida,33434,Open,No
319332,Technical Support,2/6/2015,6-Feb-15,4:28:50 PM,Customer Care Call,Boca Raton,Florida,33432,Solved,No
353911,Failure to supply the proper Internet service,6/20/2015,20-Jun-15,2:41:33 PM,Customer Care Call,Boca Raton,Florida,33432,Solved,No
370148,Comcast disconnected my account without reason or notice,6/27/2015,27-Jun-15,3:36:57 PM,Customer Care Call,Boca Raton,Florida,33486,Open,No
376154,Bad Service/drop calls/no support,6/30/2015,30-Jun-15,9:06:31 PM,Internet,Boca Raton,Florida,33498,Open,No
375862,Modem rental fees,6/30/2015,30-Jun-15,6:42:19 PM,Internet,Boca Raton,Florida,33496,Open,No
234849,Comcast - issues galore,4/14/2015,14-Apr-15,2:07:23 PM,Internet,Bolton,Massachusetts,1740,Closed,No
344483,Monopolistic behavior,6/16/2015,16-Jun-15,8:36:12 PM,Customer Care Call,Bolton,Massachusetts,1740,Solved,No
315491,bait and switch pricing,5/30/2015,30-May-15,10:38:41 PM,Customer Care Call,Bordentown,New Jersey,8505,Open,No
240843,hbo go comcast,4/17/2015,17-Apr-15,9:30:48 AM,Customer Care Call,Boston,Massachusetts,2215,Closed,No
256620,Comcast Slow Internet,4/25/2015,25-Apr-15,1:47:46 AM,Customer Care Call,Boston,Massachusetts,2125,Solved,No
331321,Slow Internet Speeds,9/6/2015,6-Sep-15,6:14:18 PM,Customer Care Call,Boston,Massachusetts,2116,Solved,No
359031,Comcast Billing pratice,6/23/2015,23-Jun-15,3:41:20 PM,Customer Care Call,Boston,Massachusetts,2136,Solved,Yes
360419,Comcast overbilled me and added numerous hidden charges,6/23/2015,23-Jun-15,10:58:16 PM,Internet,Boston,Massachusetts,2114,Solved,No
362450,Unfair billing practices of Comcast,6/24/2015,24-Jun-15,3:40:31 PM,Customer Care Call,Boston,Massachusetts,2115,Solved,No
215573,HBO GO blocked on Amazon Fire TV,2/4/2015,4-Feb-15,10:25:22 PM,Internet,Bothell,Washington,98012,Closed,No
317979,Comcast Outage/poor service 6/1,1/6/2015,6-Jan-15,10:07:53 PM,Customer Care Call,Bothell,Washington,98021,Closed,No
231412,Comcast Agreement,12/4/2015,4-Dec-15,7:29:06 PM,Customer Care Call,Boulder,Colorado,80303,Closed,No
292412,False contract repersentation,5/15/2015,15-May-15,4:34:23 PM,Customer Care Call,Boulder,Colorado,80304,Solved,Yes
370586,"Extremely low speeds, and no help",6/27/2015,27-Jun-15,9:57:04 PM,Internet,Boulder,Colorado,80303,Open,No
370638,Comcast throttling download speed.,6/27/2015,27-Jun-15,11:03:12 PM,Customer Care Call,Boulder,Colorado,80305,Pending,No
215789,broadband interuption,3/4/2015,4-Mar-15,9:11:15 AM,Internet,Bourbonnais,Illinois,60914,Closed,No
260358,Internet speed significantly lower than advertised package,4/27/2015,27-Apr-15,9:34:24 PM,Internet,Bourbonnais,Illinois,60914,Closed,No
212818,Incorrect Billing,1/4/2015,4-Jan-15,5:39:39 PM,Customer Care Call,Boynton Beach,Florida,33426,Closed,No
338907,Comcast - Diversified Consultants,6/13/2015,13-Jun-15,11:48:10 AM,Internet,Bozeman,Montana,59715,Closed,No
371186,COMCAST BILLING FOR LAST @18 mos for services they are unable or unwilling to provide,6/28/2015,28-Jun-15,5:50:11 PM,Internet,Braintree,Massachusetts,2184,Open,No
228369,Comcast blocks HBO GO on PS4,10/4/2015,4-Oct-15,11:17:48 AM,Customer Care Call,Brandon,Mississippi,39047,Closed,No
329488,Comcast data usage charges,8/6/2015,6-Aug-15,8:17:09 PM,Customer Care Call,Brandon,Mississippi,39047,Solved,No
358865,Comcast Bandwidth Billing Issue,6/23/2015,23-Jun-15,3:12:16 PM,Customer Care Call,Brandon,Mississippi,39047,Solved,No
362663,Comcast Internet speeds,6/24/2015,24-Jun-15,4:21:50 PM,Internet,Branford,Connecticut,6405,Solved,No
235817,Comcast slow internet service,4/14/2015,14-Apr-15,7:41:02 PM,Internet,Braselton,Georgia,30517,Closed,No
354359,Comcast Slow Internet,6/20/2015,20-Jun-15,10:01:52 PM,Customer Care Call,Brentwood,California,94513,Open,No
316562,Comcast internet freezes up,1/6/2015,6-Jan-15,12:10:43 PM,Internet,Brentwood,Tennessee,37027,Solved,No
283105,Comcast changed my account plan after i said no about 2-3 times,11/5/2015,5-Nov-15,11:02:33 AM,Internet,Brick,New Jersey,8724,Solved,No
358373,lack of service from comcast,6/23/2015,23-Jun-15,1:33:50 PM,Customer Care Call,Brick,New Jersey,8724,Open,No
360353,General complaint about Comcast service quality and billing practices,6/23/2015,23-Jun-15,10:26:37 PM,Customer Care Call,Brick,New Jersey,8724,Solved,No
360370,General complaint about Comcast service quality and billing practices,6/23/2015,23-Jun-15,10:35:42 PM,Internet,Brick,New Jersey,8724,Solved,No
360980,credit for service outage 6/23/15,6/24/2015,24-Jun-15,9:07:45 AM,Internet,Brick,New Jersey,8723,Solved,No
300066,Unauthorized billing,5/20/2015,20-May-15,5:28:54 PM,Customer Care Call,Brier,Washington,98036,Solved,No
257589,Billing overcharges,4/26/2015,26-Apr-15,9:46:58 AM,Customer Care Call,Brigantine,New Jersey,8203,Closed,No
358720,internet/phone,6/23/2015,23-Jun-15,2:41:50 PM,Internet,Brighton,Colorado,80601,Solved,Yes
370683,Comcast Throttling My Internet,6/28/2015,28-Jun-15,1:04:39 AM,Customer Care Call,Brighton,Colorado,80602,Open,No
214442,Double billing from Comcast,2/4/2015,4-Feb-15,2:20:22 PM,Customer Care Call,Brighton,Michigan,48114,Closed,No
255005,Billing Over Charges,4/24/2015,24-Apr-15,12:12:01 PM,Internet,Brighton,Michigan,48116,Closed,No
358608,Internet Only,6/23/2015,23-Jun-15,2:22:52 PM,Customer Care Call,Bristol,Connecticut,6010,Solved,No
264505,Continuing overcharges,4/29/2015,29-Apr-15,3:21:25 PM,Customer Care Call,Bristol,Pennsylvania,19007,Closed,No
308086,Home Security Forgery/Fraud,5/26/2015,26-May-15,5:59:35 PM,Internet,Broadlands,Virginia,20148,Closed,No
355113,2+ Day Degraded Services,6/22/2015,22-Jun-15,8:54:47 AM,Internet,Broadway,Virginia,22815,Solved,No
363585,Internet Bill too high,6/24/2015,24-Jun-15,10:11:44 PM,Customer Care Call,Brockton,Massachusetts,2302,Solved,No
365533,Over paying for my Comcast Services,6/25/2015,25-Jun-15,2:36:20 PM,Internet,Brockton,Massachusetts,2302,Solved,Yes
294208,Fees not disclosed before service was installed,5/17/2015,17-May-15,8:36:02 PM,Internet,Brookhaven,Georgia,30319,Solved,No
364429,Internet service connection issues and frequent outages,6/25/2015,25-Jun-15,12:01:16 PM,Customer Care Call,Brookhaven,Pennsylvania,19015,Solved,No
364278,Poor customer service,6/25/2015,25-Jun-15,11:27:09 AM,Customer Care Call,Brookhaven,Pennsylvania,19015,Solved,No
257067,Billed for service never received,4/25/2015,25-Apr-15,3:28:33 PM,Customer Care Call,Brookline,Massachusetts,2446,Closed,No
329486,General complaint about Comcast service quality and billing practices,8/6/2015,6-Aug-15,8:16:38 PM,Customer Care Call,Brookline,Massachusetts,2446,Solved,No
255676,disrupted internet service,4/24/2015,24-Apr-15,3:19:57 PM,Internet,Broomfield,Colorado,80020,Closed,No
361430,Comcast Billing / Speed Issues,6/24/2015,24-Jun-15,11:30:14 AM,Internet,Broomfield,Colorado,80020,Pending,No
362230,Have to bundle services to get advertised proce.,6/24/2015,24-Jun-15,2:45:05 PM,Customer Care Call,Broomfield,Colorado,80021,Solved,No
367225,Comcast policies,6/25/2015,25-Jun-15,10:33:19 PM,Internet,Broomfield,Colorado,80021,Open,No
370637,Internet Throttling,6/27/2015,27-Jun-15,10:51:38 PM,Internet,Broomfield,Colorado,80021,Pending,No
370930,Unfair Billing Practices,6/28/2015,28-Jun-15,1:39:59 PM,Internet,Broomfield,Colorado,80023,Solved,No
233950,Cocmast billing issues,4/14/2015,14-Apr-15,9:56:53 AM,Internet,Brunswick,Georgia,31525,Closed,No
346447,Comcast service that didn't work,6/17/2015,17-Jun-15,4:23:56 PM,Customer Care Call,Brunswick,Georgia,31523,Solved,Yes
360896,Data usage cap exceeded with overage charges applied,6/24/2015,24-Jun-15,7:51:36 AM,Customer Care Call,Brunswick,Maine,4011,Closed,No
358891,Pricing is not competive,6/23/2015,23-Jun-15,3:15:55 PM,Customer Care Call,Buford,Georgia,30519,Solved,No
358669,comcast billing practices-unfair,6/23/2015,23-Jun-15,2:30:03 PM,Customer Care Call,Buford,Georgia,30519,Pending,No
337181,General complaint about Comcast service quality and billing practices,12/6/2015,6-Dec-15,2:22:35 PM,Customer Care Call,Burien,Washington,98146,Solved,No
369878,Slow Internet,6/27/2015,27-Jun-15,12:07:30 PM,Customer Care Call,Burlington,Vermont,5401,Solved,No
275759,Internet service connection issues and frequent outages,6/5/2015,5-Jun-15,12:14:27 PM,Customer Care Call,Burlington,West Virginia,26710,Closed,No
258369,Xfinity False Advertisement,4/27/2015,27-Apr-15,10:38:01 AM,Customer Care Call,Burnsville,Minnesota,55337,Closed,No
362348,"Comcast - constantly low speeds, 'miscommunication' about billing errors. Not responding to complaints.",6/24/2015,24-Jun-15,3:17:05 PM,Internet,Burnsville,Minnesota,55306,Solved,No
265612,Comcast HBO-Go Application and Sony Products,4/29/2015,29-Apr-15,11:04:49 PM,Internet,Burr Ridge,Illinois,60527,Closed,No
249466,Never resolved problem with Comcast,4/22/2015,22-Apr-15,8:45:14 AM,Internet,Burr Ridge,Illinois,60527,Open,No
276254,Slow Speed with the entire connection,6/5/2015,5-Jun-15,2:20:38 PM,Internet,Buzzards Bay,Massachusetts,2532,Solved,No
360678,Comcast Possibly Throttling my Internet,6/24/2015,24-Jun-15,1:00:18 AM,Internet,Camas,Washington,98682,Solved,No
232947,Comcast sucks,4/13/2015,13-Apr-15,4:51:51 PM,Internet,Cambridge,Maryland,21613,Closed,No
223515,"Issues with Comcast regarding service, billing, etc",8/4/2015,4-Aug-15,10:48:14 AM,Customer Care Call,Cambridge,Massachusetts,2138,Closed,No
250591,Internet/TV Billing,4/22/2015,22-Apr-15,3:42:39 PM,Internet,Cambridge,Massachusetts,2138,Closed,No
301085,difficulty to cancel services before moving,5/21/2015,21-May-15,12:10:49 PM,Internet,Cambridge,Massachusetts,2141,Solved,No
340458,Comcast Incompetence/Lies/Robbery,6/15/2015,15-Jun-15,9:14:44 AM,Customer Care Call,Cambridge,Massachusetts,2138,Open,No
357799,"Comcast is """"forcing"""" bundles on me while silently raising my bill",6/23/2015,23-Jun-15,11:20:15 AM,Customer Care Call,Cambridge,Massachusetts,2138,Solved,No
363493,Internet Slowdown,6/24/2015,24-Jun-15,9:27:50 PM,Customer Care Call,Cambridge,Massachusetts,2138,Solved,No
365561,Comcast price,6/25/2015,25-Jun-15,2:38:54 PM,Customer Care Call,Cambridge,Massachusetts,2139,Solved,No
351820,Comcast fails to fulfill request for Internet service,6/19/2015,19-Jun-15,1:16:40 PM,Internet,Camino,California,95709,Open,No
315997,Hidden Product Installation Fee,5/31/2015,31-May-15,8:27:53 PM,Customer Care Call,Camp Hill,Pennsylvania,17011,Solved,No
354888,2 months and Comcast has not fixed problem,6/21/2015,21-Jun-15,8:57:27 PM,Internet,Cane Ridge,Tennessee,37013,Solved,No
322409,FCC Complaint against comcast/xfinity on providing false information.,3/6/2015,6-Mar-15,10:20:53 PM,Customer Care Call,Canonsburg,Pennsylvania,15317,Solved,No
300123,Comcast internet,5/20/2015,20-May-15,5:47:44 PM,Customer Care Call,Canton,Georgia,30114,Open,No
300124,Comcast internet,5/20/2015,20-May-15,5:47:50 PM,Internet,Canton,Georgia,30114,Closed,No
306406,Internet service connection issues and frequent outages,5/26/2015,26-May-15,9:13:17 AM,Customer Care Call,Canton,Georgia,30114,Solved,No
309491,Comcast Xfinity 300G over charge,5/27/2015,27-May-15,2:28:05 PM,Customer Care Call,Canton,Georgia,30115,Solved,No
321367,Internet Availability,3/6/2015,6-Mar-15,3:05:12 PM,Customer Care Call,Canton,Georgia,30114,Solved,No
321463,Comcast Usage Caps,3/6/2015,6-Mar-15,3:36:13 PM,Customer Care Call,Canton,Georgia,30115,Solved,No
323066,Comcast Data Usage Caps,4/6/2015,6-Apr-15,12:04:25 PM,Internet,Canton,Georgia,30115,Solved,No
360511,Data Caps and the Extortion Methods of Comcast,6/23/2015,23-Jun-15,11:22:33 PM,Customer Care Call,Canton,Georgia,30114,Solved,Yes
260759,Internet service connection issues and frequent outages,4/28/2015,28-Apr-15,9:43:57 AM,Internet,Canton,Michigan,48187,Closed,No
216625,Internet service connection issues and frequent outages,3/4/2015,4-Mar-15,2:45:47 PM,Internet,Canton,Michigan,48187,Closed,No
362490,Billing discrepencies and service termination hurdles,6/24/2015,24-Jun-15,3:50:02 PM,Internet,Canton,Michigan,48188,Solved,No
358063,Billing & Data Usage,6/23/2015,23-Jun-15,12:22:28 PM,Internet,Canton,Mississippi,39046,Solved,No
253400,"Bait and switch, unfulfilled incentives",4/23/2015,23-Apr-15,5:02:06 PM,Internet,Carbondale,Colorado,81623,Closed,No
361104,Internet speed significantly lower than advertised package,6/24/2015,24-Jun-15,9:58:36 AM,Customer Care Call,Carlisle,Pennsylvania,17013,Solved,No
240138,Comcast wont refund me for over charge,4/16/2015,16-Apr-15,5:28:17 PM,Customer Care Call,Carlsbad,California,92009,Closed,No
350243,comcast internet debacle,6/18/2015,18-Jun-15,6:05:30 PM,Internet,Carlton,Oregon,97111,Solved,No
363169,Price and performance manipulation by Comcast for ISP,6/24/2015,24-Jun-15,6:46:43 PM,Customer Care Call,Carmel,California,93923,Open,No
236498,Complaint against Comcast,4/15/2015,15-Apr-15,10:26:22 AM,Internet,Carmichael,California,95609,Closed,No
295722,Comcast Internet Speed,5/18/2015,18-May-15,5:54:14 PM,Customer Care Call,Carpentersville,Illinois,60110,Solved,Yes
339682,Comcast complaint,6/14/2015,14-Jun-15,12:35:59 AM,Customer Care Call,Carteret,New Jersey,7008,Solved,No
229565,General complaint about Comcast service quality and billing practices,10/4/2015,4-Oct-15,5:12:37 PM,Internet,Cartersville,Georgia,30121,Closed,Yes
255045,comcast unwilling to resolve data usage issue,4/24/2015,24-Apr-15,12:24:51 PM,Customer Care Call,Cartersville,Georgia,30120,Closed,No
255050,comcast unwilling to resolve data usage issue,4/24/2015,24-Apr-15,12:26:29 PM,Internet,Cartersville,Georgia,30120,Closed,No
